X,Y
1.3469367589208476,1.2364857726789058
0.03539379640026659,0.3181122480126911
1.0374017652437482,2.180104745401715
-0.18172769288958568,-1.12310762404662
-0.8497018957920787,0.10164704440832112
2.276435954408823,2.7016070515301855
-1.577624611809462,-1.1441408747553057
-1.2994877102179128,0.6301298408092294
2.5416771094341373,1.72811064813744
-1.1567127644748358,-0.46021556430887295
-0.5198568313385608,-0.26766498484086143
-0.17970326338780507,-0.4249171146453518
1.7200195930689621,1.3881027605929355
-0.2786210758798604,1.5330900517489718
-0.37877925666921847,0.6099970218990616
1.2844320174237167,0.5338800361365771
-1.2377453261428921,0.14903539236092866
-1.107658710084717,-0.6689117475402602
-0.6018583066003685,-0.037754144417603504
-0.07727601571574988,0.19809013165095352
-0.047458873231818195,0.9210013852365198
-0.0951096766890736,-0.21467219888410577
-1.83591765662345,-2.6233141909684328
-0.9759241983952766,-0.9930986958499126
-1.1698376436927016,-0.46684444784912416
-0.9128412817093218,-0.26351201453867684
-0.31140766885970766,-0.5260365714029884
-0.13661786579695515,-0.10662644301904117
-0.12985468120759897,-0.01412926472952791
-1.126602543038433,0.009762438545624176
0.7263671923183737,0.7335496165316949
1.8486608444511845,1.6703555960206677
0.23801097092605458,-0.20743232091064523
-0.29988666866664815,-0.6984186617562749
0.7600523459081909,0.29601459460837987
-1.1790587296886283,0.2844001024846069
2.7364158077589606,1.7852136600461246
0.5001859705440527,-0.5031436366062384
-1.18408963419412,0.13662685635566305
-0.2511130044423045,0.2520543847921091
0.9934737807942128,0.5601158138704819
-1.5266219792942275,-1.4133031411276489
1.7360647532694125,0.3900484076109114
0.05781528403029018,0.20340821730650918
-1.0973104321823304,-0.2103423165829579
-0.40123515575960855,-0.19219968055034622
0.7008100728870945,0.8127242182239379
0.6804257638124981,0.07294098521514356
-0.6896692900263997,-1.424455814724801
0.13923980852434104,1.4323263435148883
1.1859185162807917,0.06633057250615124
-1.7245109808500276,-0.5762260485270981
0.030131437535308486,0.510830362130118
-0.29338767666426224,-0.018695703852220916
-0.4461495087332602,-0.7865577752125019
-0.6166158976481346,0.13750053951320954
0.7773164705226864,-0.6067815746645319
2.6513921986798397,1.8977652182711546
1.3395822491552607,-0.30823890028634837
-1.9993011657261364,-0.839681866392779
-1.066618672584617,-0.48813122398941694
-0.23820774337068135,-1.1968864472838399
-0.03295313689646339,-0.275248362346883
0.5259142483652565,0.43092404711214355
-0.7536890130715885,-0.3708151454052365
0.25647946377613184,1.1471948963863343
-0.7277749011432595,-1.2382005590585903
